Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS
Date,,,,,,,,,,,,,,,,,,,,
2021-01-01,10.029999732971191,,75397.03125,257.8070068359375,10.100000381469727,,75608.67632864825,258.3606424157864,9.960000038146973,,74991.27941333817,253.1934239356556,9.960000038146973,,75529.05669106738,253.65478222568382,20633985.0,,534.0,24531791.0
2021-01-04,10.039999961853027,85.76872253417969,77754.8203125,259.3294982910156,10.180000305175781,87.37715765401825,78194.33182581028,261.9592463253599,9.979999542236328,84.75681130832594,75259.88598387588,256.2845446675077,10.140000343322754,87.22281294628222,75934.10420598261,260.0676884924348,32788745.0,38038000.0,2114.0,31450608.0
2021-01-05,9.960000038146973,86.39799499511719,78360.7109375,259.9753723144531,10.050000190734863,86.73298403471841,78581.5821985059,260.6212851242051,9.800000190734863,85.2612722351077,77022.14371407645,255.59246896576227,9.979999542236328,85.60792307639045,77121.00591360497,256.56131002131747,29321300.0,22906000.0,1659.0,27393072.0
2021-01-06,10.140000343322754,86.11859130859375,78118.921875,263.02032470703125,10.369999885559082,86.74935843549238,79125.95762987423,266.8034679549823,9.800000190734863,84.31759274254702,77020.32121768485,259.6524151439926,10.0,84.4977448500782,78615.15406794086,261.12876716259206,54459555.0,52042000.0,1236.0,40765708.0
2021-01-07,10.199999809265137,88.69725036621094,76712.390625,265.465576171875,10.350000381469727,88.75431746516027,78879.10917432413,269.24869169162093,10.140000343322754,86.20593375919945,76400.14809082002,264.81966329046304,10.239999771118164,86.35531082845031,78879.10917432413,266.66509648412483,36058195.0,45300000.0,887.0,30546600.0
2021-01-08,10.6899995803833,89.68782043457031,79976.328125,263.89697265625,10.710000038146973,89.81834174352356,80663.87830545101,268.8796371375243,10.239999771118164,88.01660851095045,76916.70464551746,263.158810569794,10.300000190734863,88.73348369978068,76916.70464551746,267.6801167072637,91751630.0,41012000.0,2502.0,32543357.0
2021-01-11,11.220000267028809,87.67839050292969,81812.2421875,260.6674499511719,11.220000267028809,89.04787218907317,82260.23617615673,265.9269460456759,10.720000267028809,87.37070068849327,79848.0979079626,257.9915773357009,10.880000114440918,88.63868683951934,80118.50094730227,265.74239145464605,84690410.0,24194000.0,3562.0,29703173.0
2021-01-12,11.140000343322754,86.67740631103516,85019.0703125,269.89459228515625,11.479999542236328,88.2401862729812,86266.16553587734,271.14026526597956,11.0,85.62331568317703,81087.26459762033,256.422924952954,11.350000381469727,87.04316284004813,82686.65999970114,258.36063534989313,66362855.0,27140000.0,3950.0,44307145.0
2021-01-13,10.729999542236328,87.06698608398438,84909.0703125,283.08941650390625,11.350000381469727,87.59477351168651,86836.3799683162,284.19668758931215,10.59000015258789,86.25358294239726,84546.50580603616,271.74001459432606,11.260000228881836,86.28187417200391,85473.96848014645,273.12408937154675,45360430.0,21882000.0,2058.0,78042133.0
2021-01-14,10.789999961853027,86.36127471923828,88040.125,283.5046691894531,10.960000038146973,88.08981118186308,89141.75446845892,285.3501023493519,10.550000190734863,86.02479388063934,85076.43589380661,280.32128572499755,10.550000190734863,87.02826918887402,85820.00944655306,282.99718633411106,21917620.0,23590000.0,1496.0,40123498.0
2021-01-15,10.819999694824219,86.16326904296875,86824.578125,280.367431640625,10.989999771118164,87.14639689560761,89137.90117033597,286.8725721076587,10.550000190734863,85.43671600067835,85676.04279404655,278.0144875234509,10.819999694824219,86.2625231023288,88556.74289710894,283.08942858992594,27246045.0,26844000.0,2075.0,35307601.0
2021-01-18,10.710000038146973,,85105.75,271.6939392089844,10.979999542236328,,87257.79653465099,284.7964992428088,10.520000457763672,,84398.66282898674,269.61782666737446,10.84000015258789,,87257.79653465099,280.0445139460507,33757245.0,,3464.0,54969750.0
2021-01-19,11.0600004196167,88.87641143798828,86557.15625,275.523193359375,11.170000076293945,89.79031052225248,87226.56393117498,279.12178261080635,10.800000190734863,86.42479772681979,85274.71295777732,273.4932054949383,10.800000190734863,86.96028647724162,85274.71295777732,274.64660129085075,35709075.0,34692000.0,1395.0,35803901.0
2021-01-20,11.109999656677246,93.64266204833984,92139.2734375,279.1678771972656,11.210000038146973,94.47690493351953,93241.60029108521,281.15174028043606,11.010000228881836,90.59700079890858,86877.67644243212,273.90840982820134,11.100000381469727,90.89129469400088,87138.80685823208,275.7076901811415,22861335.0,49806000.0,2936.0,33759304.0
2021-01-21,10.75,93.85855102539062,90916.03125,272.06298828125,11.260000228881836,96.02281503420217,95642.77150514151,281.5669577579597,10.619999885559082,93.653091262733,89874.73990554319,268.9718821173827,11.199999809265137,94.19354009809759,92711.4084352591,280.5058393265329,25851395.0,41278000.0,5511.0,29995203.0
2021-01-22,10.569999694824219,94.34489440917969,91533.875,261.7746887207031,10.920000076293945,94.83621218523086,93495.19222883407,274.96952373002455,10.520000457763672,93.38757405452097,90615.68503341741,260.5751403458998,10.760000228881836,94.07839194324099,91422.37032280145,272.6627324235646,24028615.0,25442000.0,3725.0,44440810.0
2021-01-25,10.239999771118164,94.26301574707031,88866.15625,259.23724365234375,10.770000457763672,95.76077738666194,93153.29167496704,265.7423845095192,10.109999656677246,92.68138000088868,88400.27525802911,255.63862633484962,10.670000076293945,95.31859818550598,92463.51047829156,262.51287636443817,19722055.0,38546000.0,2675.0,34034630.0
2021-01-26,,95.14836120605469,,,,95.53347325040129,,,,93.51089290297679,,,,93.73893411942035,,,,26262000.0,,
